|neutral|,2016-04-17 , RT @KenFaulkenberry: $AAPL Just Updated Apple Dividend Stock Analysis - https://t.co/iU8BK6Sq07 via @KenFaulkenberry #dividends #investing…,0.0
|neutral|,2016-04-17 , RT @alphatrends: $PYPL headed for breakout? c my vid https://t.co/UbOqEaWxLk $SPY $IWM $QQQ $AAPL $SMH $IBB https://t.co/6wfsU8Doz2,0.0
|neutral|,2016-04-17 ," RT @EliLanger: 40 years ago this month, Apple co-founder Ronald Wayne sold his 10% stake in $AAPL for $800. Current value: $61 billion.",0.0
|positive|,2016-04-17 ," @JeffMacke Stunning that they never did this.  Or $AAPL, or $TWX- these guys all should have been trying to buy $NFLX.",4.0
|neutral|,2016-04-17 , $SNE Sony Goes Beyond Definition at NAB 2016 https://t.co/ibrmnNymKq #NABShow #NAB2016 $AAPL $MSFT $NFLX $GOOG $GOOGL,0.0
|neutral|,2016-04-17 , RT @JBondSubscriber: https://t.co/iNzfjLmB0d &lt; My review of Jason Bonds trading/teaching service! $FB $GOOG $AAPL $TSLA,0.0
|neutral|,2016-04-17 ," RT @EliLanger: 40 years ago this month, Apple co-founder Ronald Wayne sold his 10% stake in $AAPL for $800. Current value: $61 billion.",0.0
|neutral|,2016-04-17 , RT @JohnyTradr: Can Apple Watch Compete Against Fitbit's Blaze? https://t.co/VOqdZJXCsv https://t.co/JlYeulNmT2 #stocks #trading #investing…,0.0
|neutral|,2016-04-17 , RT @tradewithjoe: Ask me how to get my alerts via private twitter feed. We trade $SPY $UVXY $IWM $QQQ $GDX $FB $AAPL $TSLA $NFLX $AMZN $PCL…,0.0
|neutral|,2016-04-17 , https://t.co/iNzfjLmB0d &lt; My review of Jason Bonds trading/teaching service! $FB $GOOG $AAPL $TSLA,0.0
|neutral|,2016-04-17 , RT @ppprophet: #Stockmarket downtrend continues next week $spx  $spy $vix $tvix $dji $aapl $jpm $bac $c $msft $pcln $wmt $ba https://t.co/1…,0.0
|positive|,2016-04-17 , RT @ppprophet: $SPX on the top of downtrend Channel Be careful! #STOCKMARKET $SPY $AAPL $AMZN $TSLA $FB $QQQ $DIA $NFLX $PCLN $C $F https:/…,4.0
|positive|,2016-04-17 ," RT @CNNMoney: Apple recovered $40 million worth of gold from recycled iPhones, iPads &amp; Macs in 2015. https://t.co/XPBWlM6cBs $AAPL https://…",2.0
|neutral|,2016-04-17 ," RT @EliLanger: 40 years ago this month, Apple co-founder Ronald Wayne sold his 10% stake in $AAPL for $800. Current value: $61 billion.",0.0
|neutral|,2016-04-17 ," 40 years ago this month, Apple co-founder Ronald Wayne sold his 10% stake in $AAPL for $800. Current value: $61 billion.",0.0
|neutral|,2016-04-17 , RT @alphatrends: $PYPL headed for breakout? c my vid https://t.co/UbOqEaWxLk $SPY $IWM $QQQ $AAPL $SMH $IBB https://t.co/6wfsU8Doz2,0.0
|positive|,2016-04-17 , $AAPL:US How Apple turns trash into treasure: Tonne of gold from broken iPhones #APPLE INC  https://t.co/yTHKSgvG3L #NASDAQ,1.0
|negative|,2016-04-17 , Apple Inc. (AAPL) Making Millions Mining Gold From Waste https://t.co/52Geiv1ax5 $AAPL,-1.0
|neutral|,2016-04-17 , RT @OphirGottlieb: $AAPL 5 Mind-blowing Facts About Apple https://t.co/RSxK8Yv6zY,0.0
|neutral|,2016-04-17 , $AAPL 5 Mind-blowing Facts About Apple https://t.co/RSxK8Yv6zY,0.0
|neutral|,2016-04-17 ," It took 9 years to sell 250 million iPods, but only 4 years to sell 250 million iPhones $AAPL",0.0
|neutral|,2016-04-17 , RT @KenFaulkenberry: $AAPL Just Updated Apple Dividend Stock Analysis - https://t.co/iU8BK6Sq07 via @KenFaulkenberry #dividends #investing…,0.0
|positive|,2016-04-17 , $FIT $AAPL:  Is Fitbit Inc CEO James Park Right About the Apple Watch?:  https://t.co/rfvJ7uOiJL,1.0
|neutral|,2016-04-17 ," Estimating Future Stock Returns, Follow-Up https://t.co/CqiEpXbsVD https://t.co/JlYeulNmT2 #stocks #trading #investing $FB $AAPL",0.0
|negative|,2016-04-17 , Olivier Blanchard Joins The 'Japan Is Doomed!' Crowd https://t.co/HpDrutPjQs https://t.co/JlYeulNmT2 #stocks #trading #investing $FB $AAPL,-2.0
|positive|,2016-04-17 , A Better Living Will https://t.co/7VCI5dULVL https://t.co/JlYeulNmT2 #stocks #trading #investing $FB $AAPL,2.0
|neutral|,2016-04-17 , Beware Of A Particularly Challenging Week Ahead https://t.co/YboJGj0CWP https://t.co/JlYeulNmT2 #stocks #trading #investing $FB $AAPL,0.0
|neutral|,2016-04-17 , Can Apple Watch Compete Against Fitbit's Blaze? https://t.co/VOqdZJXCsv https://t.co/JlYeulNmT2 #stocks #trading #investing $FB $AAPL,0.0
|neutral|,2016-04-17 , Shrugging Atlas https://t.co/HkU4ArKJco https://t.co/JlYeulNmT2 #stocks #trading #investing $FB $AAPL,0.0
|positive|,2016-04-17 , RT @Stockology101: Billionaire Carl Icahn's Winning Traits:  https://t.co/SLKcCn1t3Q $AAPL $GOOG $PCLN $K,4.0
|neutral|,2016-04-17 , RT @tradewithjoe: Ask me how to get my alerts via private twitter feed. We trade $SPY $UVXY $IWM $QQQ $GDX $FB $AAPL $TSLA $NFLX $AMZN $PCL…,0.0
|positive|,2016-04-17 , Billionaire Carl Icahn's Winning Traits:  https://t.co/SLKcCn1t3Q $AAPL $GOOG $PCLN $K,4.0
|neutral|,2016-04-17 , RT @tradewithjoe: Ask me how to get my alerts via private twitter feed. We trade $SPY $UVXY $IWM $QQQ $GDX $FB $AAPL $TSLA $NFLX $AMZN $PCL…,0.0
|neutral|,2016-04-17 , RT @KenFaulkenberry: $AAPL Just Updated Apple Dividend Stock Analysis - https://t.co/iU8BK6Sq07 via @KenFaulkenberry #dividends #investing…,0.0
|neutral|,2016-04-17 , Ask me how to get my alerts via private twitter feed. We trade $SPY $UVXY $IWM $QQQ $GDX $FB $AAPL $TSLA $NFLX $AMZN $PCLN $USO $GOOGL $BBRY,0.0
|positive|,2016-04-17 , The 22-year-old social media genius who runs Apple's Twitter account shares his tips https://t.co/qqE2oStAIN via @sai $AMZN $AAPL $FB,1.0
|positive|,2016-04-17 , Anyone else starting to get this feeling ? $CL_F $USO #OIL #crude $ES_F $SPY  $QQQ $DJIA $AAPL #SAUDI #IRAN #RUSSIA https://t.co/oafeIualE3,1.0
|negative|,2016-04-17 , Apple’s stock dives after report of sluggish iPhone demand https://t.co/DXI4DPSrQ4  $AAPL,-3.0
|neutral|,2016-04-17 ," RT @StockTwits: As a sector, tech is still below its Dot Com highs.  Via @JLyonsFundMgmt: https://t.co/qo9L5hxW6h  $XLK $GOOGL $AAPL https:…",0.0
|neutral|,2016-04-17 ," RT @StockTwits: As a sector, tech is still below its Dot Com highs.  Via @JLyonsFundMgmt: https://t.co/qo9L5hxW6h  $XLK $GOOGL $AAPL https:…",0.0
|neutral|,2016-04-17 , Now appearing at the Fashion Mall $AAPL store... https://t.co/quniT9CkM2,0.0
|neutral|,2016-04-17 , $AAPL Just Updated Apple Dividend Stock Analysis - https://t.co/iU8BK6Sq07 via @KenFaulkenberry #dividends #investing #stocks,0.0
|neutral|,2016-04-17 , 4 Reasons Why Apple Could Be Keeping iPhone Orders Low $AAPL https://t.co/F29pDID3an,0.0
|negative|,2016-04-17 , What Apple Investors Are Missing About Its Valuation $AAPL https://t.co/iXF0JOd2oe,-2.0
|neutral|,2016-04-17 ," RT @StockTwits: As a sector, tech is still below its Dot Com highs.  Via @JLyonsFundMgmt: https://t.co/qo9L5hxW6h  $XLK $GOOGL $AAPL https:…",0.0
|neutral|,2016-04-17 , RT @EvanMedeiros: NEW VIDEO: Weekend Stock Market Analysis &amp; Sector Analysis https://t.co/MfOKhtj9p9 $SPY $IWM $USO $SLV $AAPL $FB $TWTR &amp;…,0.0
|positive|,2016-04-17 , RT @diegodaquilio: Apple $AAPL App Store and Google $GOOGL Play downloads grew 8.2% in Q1 thanks to games https://t.co/1KQ5l9pJht,2.0
|positive|,2016-04-17 ," RT @facebookipoflop: Nobody cares about materials. Gets covered anyway. $aapl needs to focus on software, Wireless charging &amp; Waterproof ht…",2.0
|negative|,2016-04-17 ," RT @LearnBonds: Apple Inc. (NASDAQ:AAPL) Mining Gold From Waste, And Making Millions From It #iPhone #Gold $AAPL https://t.co/WJAVlFJEyk",-1.0
|neutral|,2016-04-17 ," 4 Reasons Why Apple Could Be Keeping iPhone Orders Low https://t.co/UwiXn8xyZ0 $AAPL, $CRUS, $SWKS, $QRVO, $AVGO",0.0
|positive|,2016-04-17 ," Can Apple Watch Compete Against Fitbit's Blaze? https://t.co/7h95Znc54v $AAPL, $AMZN, $UA, $FIT",1.0
|neutral|,2016-04-17 , RT @DayTradeWarrior: Learn How to Make a Living #DayTrading https://t.co/LcQZeXyPuM $SPY $TWTR $GPRO $AAPL $FB $TSLA #Stocks https://t.co/k…,0.0
|neutral|,2016-04-17 , RT @DayTradeWarrior: Learn How to Make a Living #DayTrading https://t.co/LcQZeXyPuM $SPY $TWTR $GPRO $AAPL $FB $TSLA #Stocks https://t.co/k…,0.0
|neutral|,2016-04-17 , RT @DayTradeWarrior: Learn How to Make a Living #DayTrading https://t.co/LcQZeXyPuM $SPY $TWTR $GPRO $AAPL $FB $TSLA #Stocks https://t.co/k…,0.0
|neutral|,2016-04-17 , RT @DayTradeWarrior: Learn How to Make a Living #DayTrading https://t.co/LcQZeXyPuM $SPY $TWTR $GPRO $AAPL $FB $TSLA #Stocks https://t.co/k…,0.0
|neutral|,2016-04-17 , RT @DayTradeWarrior: Learn How to Make a Living #DayTrading https://t.co/LcQZeXyPuM $SPY $TWTR $GPRO $AAPL $FB $TSLA #Stocks https://t.co/k…,0.0
|positive|,2016-04-17 ," Hah, talk about competing points of view. Only one way to settle this: cage match. $AAPL $FIT https://t.co/2tSDCQGl4m",1.0
|neutral|,2016-04-17 , Learn How to Make a Living #DayTrading https://t.co/LcQZeXyPuM $SPY $TWTR $GPRO $AAPL $FB $TSLA #Stocks https://t.co/kZALNrbtFC,0.0
|neutral|,2016-04-17 ," Market Briefing For Monday, April 18 $SPX Also $AAPL $INTC https://t.co/xGNCFVPLxy",0.0
|positive|,2016-04-17 , RT @RiskReversal: $AAPL bulls think the #iPhone opportunity in India will be similar to its recent success in China. I'm not so sure.  http…,4.0
|neutral|,2016-04-16 , {Charts} Stock Market Recap 4-16-16 $SPY $SPX $GLD $SLV $GDX $GDXJ $DUST $QQQ $IWM $USO $AAPL $FB $TWTR https://t.co/98Bw08qzDF via @YouTube,0.0
|neutral|,2016-04-16 , #Apple Games That Are Gorgeous. Read more: https://t.co/1rLawTriws $AAPL,0.0
|neutral|,2016-04-16 , #Apple Games That Are Gorgeous. Read more: https://t.co/C28bLk1qQ3 $AAPL,0.0
|neutral|,2016-04-16 , #Apple Games That Are Gorgeous. Read more: https://t.co/xfS5nADMmL $AAPL,0.0
|neutral|,2016-04-16 , Apple Expects Your iPhone To Expire In Three Years:  https://t.co/cKKdTyflF4 $AAPL $GOOG $PCLN $K,0.0
|positive|,2016-04-16 , #Apple made a one-of-a-kind iPad Pro for a charity auction. Read more: https://t.co/jcg2UrXCYt $AAPL,2.0
|positive|,2016-04-16 , #Apple made a one-of-a-kind iPad Pro for a charity auction. Read more: https://t.co/DRxhjnk6y5 $AAPL,2.0
|positive|,2016-04-16 , #Apple made a one-of-a-kind iPad Pro for a charity auction. Read more: https://t.co/4tAVzkz6NH $AAPL,2.0
|neutral|,2016-04-16 , #Apple Tells NY Judge FBI Has 'utterly Failed' To Prove It Needs Help Unlocking IPhones. Read more: https://t.co/Lya0EdcIUn $AAPL,0.0
|neutral|,2016-04-16 , #Apple Tells NY Judge FBI Has 'utterly Failed' To Prove It Needs Help Unlocking IPhones. Read more: https://t.co/BgIcTdchkA $AAPL,0.0
|neutral|,2016-04-16 , #Apple Tells NY Judge FBI Has 'utterly Failed' To Prove It Needs Help Unlocking IPhones. Read more: https://t.co/Il7ebxLhZ3 $AAPL,0.0
|negative|,2016-04-16 , '#AppleCar' Design By #MotorTrend Is Being Mocked Relentlessly #Apple $AAPL #AppleDrive #SmartCar #iCar  https://t.co/2waFuqBRc8,-2.0
|neutral|,2016-04-16 , Examining Apple's Dividend Strategy $AAPL https://t.co/dkmTjbcdYY,0.0
|neutral|,2016-04-16 , #Apple expects you to replace your #iPhone every 3 years https://t.co/doXD0LsTst $AAPL #Earnings #SmartPhone #PlannedObsolescence #Ecocide,0.0
|neutral|,2016-04-16 , Five From '15: The 2016 Payments Pacesetters $AAPL https://t.co/dkmTjbcdYY,0.0
|negative|,2016-04-16 , Why Apple Is Stuck In Purgatory $AAPL https://t.co/hjvIK4Pgqa,-2.0
|positive|,2016-04-16 , RT @SkyCar_Jack: ShoutOut to the great #NorCal #Tech Cos: $AAPL $XLNX $ADSK $LMT $NTAP $STX $RMBS $THOR $SY $TWTR #UBER $ADBE $TIVO $GPS $E…,3.0
|positive|,2016-04-16 ," RT @jturner_ibrs: ""Apple Ends Support for QuickTime for Windows; New Vulnerabilities Announced"" https://t.co/npCVfFzO2R according to @Trend…",2.0
|positive|,2016-04-16 ," ""Apple Ends Support for QuickTime for Windows; New Vulnerabilities Announced"" https://t.co/npCVfFzO2R according to @TrendMicro (not $AAPL)",2.0
|neutral|,2016-04-16 , Examining Apple's Dividend Strategy $AAPL https://t.co/K28XEjaK1W,0.0
|neutral|,2016-04-16 , Games That Are Gorgeous https://t.co/YDcR6mWdIa #AppAdvice $AAPL,0.0
|neutral|,2016-04-16 ," RT @AmgTrading_: Review Our Trade History:#stocks #stockmarket #Options $SPY $AAPL $AMZN $GOOG $TSLA $USO , https://t.co/6s2yqToHfQ https:/…",0.0
|neutral|,2016-04-16 , RT @RussellRhoads: Got a question about individual stock volatility indexes on $AAPL $AMZN $GS $GOOGL $IBM vol index list https://t.co/sM0F…,0.0
|neutral|,2016-04-16 , Is the US moving closer to banning encryption? $AAPL $MSFT https://t.co/67Ffsfc3Bp https://t.co/fcHz9sW35M,0.0
|negative|,2016-04-16 ," RT @abnormalreturns: Saturday links: psychosomatic illnesses, mindfulness apps and becoming a minimalist. https://t.co/D12Y41oWDz $AAPL $TS…",-2.0
|positive|,2016-04-16 , RT @St0ckReviews: https://t.co/0aD4seCQoT SuperTrades subscription for $907 per yr!!? BARGAIN $SPY $UVXY $AAPL,2.0
|neutral|,2016-04-16 ," RT @AmgTrading_: Review Our Trade History:#stocks #stockmarket #Options $SPY $AAPL $AMZN $GOOG $TSLA $USO , https://t.co/6s2yqToHfQ https:/…",0.0
|neutral|,2016-04-16 ," RT @AmgTrading_: Review Our Trade History:#stocks #stockmarket #Options $SPY $AAPL $AMZN $GOOG $TSLA $USO , https://t.co/6s2yqToHfQ https:/…",0.0
|neutral|,2016-04-16 ," Review Our Trade History:#stocks #stockmarket #Options $SPY $AAPL $AMZN $GOOG $TSLA $USO , https://t.co/6s2yqToHfQ https://t.co/3Vdv4YNmP2",0.0
|neutral|,2016-04-16 , Apple Inc. $AAPL Sees Unusually-High Trading Volume https://t.co/dOpH0uYbQ6,0.0
|neutral|,2016-04-16 , RT @Stock_Huntress: Fous4x2 #daytrading DVD review: https://t.co/kXr2oiN1M2 $AAPL $FXCM $HIMX $ASPS $AAL,0.0
|positive|,2016-04-16 , RT @St0ckReviews: https://t.co/0aD4seCQoT SuperTrades subscription for $907 per yr!!? BARGAIN $SPY $UVXY $AAPL,2.0
|neutral|,2016-04-16 , RT @raymond10mm: $AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $HON $JPM $DIS #trading Order Flow Scalping https…,0.0
|positive|,2016-04-16 , RT @15minoffame67: $BHI has a 15 yr winning streak for wk of 4th Fri in Apr. $GT has a 13 yr while $AAPL streak is at 11. $CMI $EA $XLU htt…,4.0
|neutral|,2016-04-16 , RT @TipRanks: Teen Survey Offers Insights Into $AAPL $FB $AMZN https://t.co/r31PuZjuMy,0.0
|neutral|,2016-04-16 , RT @TipRanks: Teen Survey Offers Insights Into $AAPL $FB $AMZN https://t.co/r31PuZjuMy,0.0
|neutral|,2016-04-16 , Have a guess on Watch units for FQ2? $AAPL,0.0
|neutral|,2016-04-16 , Apple Inc. $AAPL Sees Unusually-High Trading Volume https://t.co/BTiEj7nVBv,0.0
|neutral|,2016-04-16 ," RT @joinRONIN: Did you know Apple $aapl owns the word ""RETINA"". https://t.co/wm8rN5NSeb ",0.0
|neutral|,2016-04-16 , #Apple TV introduces new feature for live broadcasts. Read more: https://t.co/mE5QOzbUu2 $AAPL,0.0
|neutral|,2016-04-16 , #Apple TV introduces new feature for live broadcasts. Read more: https://t.co/AGHmcHksU3 $AAPL,0.0
|neutral|,2016-04-16 , #Apple TV introduces new feature for live broadcasts. Read more: https://t.co/ZPXNPTOvfE $AAPL,0.0
|negative|,2016-04-16 , $AAPL:US Apple Calls Feds' NY IPhone Access Demand An Overreach #APPLE INC  https://t.co/kULmSxw8Xc #NASDAQ,-1.0
|neutral|,2016-04-16 , #Apple Your three-year-old iPhone is living on borrowed time. Read more: https://t.co/nNkGA5oweF $AAPL,0.0
|neutral|,2016-04-16 , #Apple Your three-year-old iPhone is living on borrowed time. Read more: https://t.co/8aUeL3aUN8 $AAPL,0.0
|neutral|,2016-04-16 , #Apple Your three-year-old iPhone is living on borrowed time. Read more: https://t.co/9PGK7d1NiQ $AAPL,0.0
|neutral|,2016-04-16 , #Apple looking to make the new MacBook even thinner  - CNET . Read more: https://t.co/Ao24I7LSDo $AAPL,0.0
|neutral|,2016-04-16 , #Apple looking to make the new MacBook even thinner  - CNET . Read more: https://t.co/7CSpy5POp4 $AAPL,0.0
|neutral|,2016-04-16 , #Apple looking to make the new MacBook even thinner  - CNET . Read more: https://t.co/oO20hOLKU3 $AAPL,0.0
|positive|,2016-04-16 ," #Apple Live Video Viewing Up 86% Over Last Year In MLB's At Bat App, Thanks To Addition Of ... Read more: https://t.co/U3RqC3nD2J $AAPL",2.0
|positive|,2016-04-16 ," #Apple Live Video Viewing Up 86% Over Last Year In MLB's At Bat App, Thanks To Addition Of ... Read more: https://t.co/15TD4jTWOH $AAPL",2.0
|positive|,2016-04-16 ," #Apple Live Video Viewing Up 86% Over Last Year In MLB's At Bat App, Thanks To Addition Of ... Read more: https://t.co/AQ77rm24e5 $AAPL",2.0
|neutral|,2016-04-16 , #Apple Jony Ive designs special iPad Pro for London's Design Museum. Read more: https://t.co/hmZhPGKCZb $AAPL,0.0
|neutral|,2016-04-16 , #Apple Jony Ive designs special iPad Pro for London's Design Museum. Read more: https://t.co/rLrDcqsDYf $AAPL,0.0
|neutral|,2016-04-16 , #Apple Jony Ive designs special iPad Pro for London's Design Museum. Read more: https://t.co/PhmwkzX1JE $AAPL,0.0
|neutral|,2016-04-16 , #Apple's Recycling Programme Netted £28 Million in Gold Last Year. Read more: https://t.co/5xAVxD36dY $AAPL,0.0
|neutral|,2016-04-16 , #Apple's Recycling Programme Netted £28 Million in Gold Last Year. Read more: https://t.co/hcxuBfnBwp $AAPL,0.0
|neutral|,2016-04-16 , #Apple's Recycling Programme Netted £28 Million in Gold Last Year. Read more: https://t.co/1sQ9qlGEPg $AAPL,0.0
|positive|,2016-04-16 , Thinking About The Great Normalization https://t.co/0D0yQKm75G https://t.co/JlYeulNmT2 #stocks #trading #investing $FB $AAPL,3.0
|neutral|,2016-04-16 , Tech Sector Finance: Gravity Of Gravy https://t.co/ZNJ7vQp6d2 https://t.co/JlYeulNmT2 #stocks #trading #investing $FB $AAPL,0.0
|negative|,2016-04-16 , Unheeded Warnings https://t.co/IQS52HaGMZ https://t.co/JlYeulNmT2 #stocks #trading #investing $FB $AAPL,-3.0
|positive|,2016-04-16 , $BHI has a 15 yr winning streak for wk of 4th Fri in Apr. $GT has a 13 yr while $AAPL streak is at 11. $CMI $EA $XLU https://t.co/HmnJHiiNnl,4.0
|neutral|,2016-04-16 , RT @tradewithjoe: Ask me how to get my alerts via private twitter feed. We trade $SPY $UVXY $IWM $QQQ $GDX $FB $AAPL $TSLA $NFLX $AMZN $PCL…,0.0
|neutral|,2016-04-16 ," RT @ppprophet: The Bear market  is coming $VIX 1yr MA still above 5 yr MA, $TVIX $UVXY  $SPX $SPY $AAPL $MSFT $C $BAC $JPM $GS $DJI https:/…",0.0
|positive|,2016-04-16 , RT @ppprophet: $SPX on the top of downtrend Channel Be careful! #STOCKMARKET $SPY $AAPL $AMZN $TSLA $FB $QQQ $DIA $NFLX $PCLN $C $F https:/…,4.0
|negative|,2016-04-16 , $AAPL:US Apple Calls Feds' NY IPhone Access Demand An Overreach #APPLE INC  https://t.co/mtA1fUZXTv #SP500,-1.0
|neutral|,2016-04-16 , RT @JustinPulitzer: $AAPL Call OI gets thick $110+… wash down intra-day hit piece on OpEx. Coincidence? I think not. https://t.co/Vb8EdV5yb6,0.0
|neutral|,2016-04-16 , Did the #FBI use hackers to crack San Bernardino shooter's iPhone? https://t.co/HtsR7sznin $AAPL #cybersecurity https://t.co/MSSae2Vyqg,0.0
|neutral|,2016-04-16 , Ask me how to get my alerts via private twitter feed. We trade $SPY $UVXY $IWM $QQQ $GDX $FB $AAPL $TSLA $NFLX $AMZN $PCLN $USO $GOOGL $BBRY,0.0
|negative|,2016-04-16 , #Apple's iPhone engineers consider hackers a more pressing threat than the government. Read more: https://t.co/8DKIMqwUEu $AAPL,-2.0
|negative|,2016-04-16 , #Apple's iPhone engineers consider hackers a more pressing threat than the government. Read more: https://t.co/Y5XqBICuwO $AAPL,-2.0
